Timestamp,Overall alarm status,Pre-oxygenator pressure mmHg,Post-oxygenator pressure mmHg,Oxygenator pressure delta mmHg,Pre-oxygenator saturation %,Post-oxygenator saturation %,Post-oxygenator temperature C,Flow rate L/min,Measured pump speed PRM,Flow alarm low limit L/min,Flow alarm high limit L/min,Pre-oxygenator pressure alarm low limit mmHg,Pre-oxygenator pressure alarm high limit mmHg,Post-oxygenator pressure alarm low limit mmHg,Post-oxygenator pressure alarm high limit mmHg,Oxygenator pressure delta alarm low limit mmHg,Oxygenator pressure delta alarm high limit mmHg,Pre-oxygenator saturation alarm low limit %,Pre-oxygenator saturation alarm high limit %,Post-oxygenator saturation alarm low limit %,Post-oxygenator temperature alarm low limit C,Post-oxygenator temperature alarm high limit C,Bubble alarm status,Technical Fault,Case Number
2026.03.31 00:01:28.683,Alarm,121,109,12,Lo,44.7,24.7,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:02:28.705,Alarm,122,109,13,Lo,44.6,24.7,3.58,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:03:28.725,Alarm,122,109,13,Lo,44.6,24.7,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:04:28.745,Alarm,122,109,13,Lo,47.0,24.7,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:05:28.764,Alarm,122,109,13,Lo,47.1,24.8,3.58,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:06:28.785,Alarm,122,109,13,Lo,46.8,24.7,3.58,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:07:28.805,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:08:28.826,Alarm,122,108,14,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:09:28.846,Alarm,122,109,13,Lo,47.4,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:10:28.863,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:11:28.887,Alarm,121,109,12,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:12:28.909,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:13:28.927,Alarm,122,109,13,Lo,47.3,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:14:28.948,Alarm,122,109,13,Lo,47.4,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:15:28.967,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:16:28.990,Alarm,122,108,14,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:17:29.009,Alarm,122,109,13,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:18:29.029,Alarm,121,109,12,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:19:29.048,Alarm,123,109,14,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:20:29.068,Alarm,122,109,13,Lo,47.6,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:21:29.089,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:22:29.109,Alarm,122,109,13,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:23:29.129,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:24:29.148,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:25:29.168,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:26:29.190,Alarm,122,109,13,Lo,46.9,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:27:29.211,Alarm,122,109,13,Lo,46.9,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:28:29.228,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:29:29.252,Alarm,122,109,13,Lo,46.9,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:30:29.272,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:31:29.293,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:32:29.311,Alarm,121,109,12,Lo,46.9,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:33:29.333,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:34:29.350,Alarm,122,109,13,Lo,46.7,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:35:29.368,Alarm,121,109,12,Lo,46.8,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:36:29.386,Alarm,121,109,12,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:37:29.407,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:38:29.425,Alarm,122,109,13,Lo,47.0,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:39:29.442,Alarm,122,108,14,Lo,46.9,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:40:29.461,Alarm,122,109,13,Lo,47.0,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:41:29.485,Alarm,122,109,13,Lo,47.2,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:42:29.505,Alarm,122,109,13,Lo,47.0,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:43:29.525,Alarm,123,109,14,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:44:29.543,Alarm,122,109,13,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:45:29.563,Alarm,122,109,13,Lo,47.3,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:46:29.583,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:47:29.601,Alarm,122,109,13,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:48:29.622,Alarm,122,109,13,Lo,46.9,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:49:29.641,Alarm,122,109,13,Lo,46.9,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:50:29.661,Alarm,122,108,14,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:51:29.681,Alarm,122,109,13,Lo,47.2,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:52:29.701,Alarm,122,109,13,Lo,47.0,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:53:29.716,Alarm,122,109,13,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:54:29.740,Alarm,122,109,13,Lo,47.3,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:55:29.758,Alarm,122,109,13,Lo,47.4,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:56:29.776,Alarm,122,109,13,Lo,47.2,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:57:29.798,Alarm,122,109,13,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:58:29.819,Alarm,121,109,12,Lo,46.9,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 00:59:29.839,Alarm,123,109,14,Lo,47.3,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:00:29.857,Alarm,122,109,13,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:01:29.877,Alarm,122,109,13,Lo,47.2,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:02:29.899,Alarm,122,109,13,Lo,47.3,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:03:29.916,Alarm,122,109,13,Lo,47.4,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:04:29.937,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:05:29.956,Alarm,122,109,13,Lo,47.2,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:06:29.975,Alarm,122,108,14,Lo,47.4,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:07:29.993,Alarm,121,109,12,Lo,47.2,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:08:30.013,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:09:30.029,Alarm,122,109,13,Lo,46.9,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:10:30.050,Alarm,122,109,13,Lo,47.3,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:11:30.069,Alarm,122,109,13,Lo,47.0,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:12:30.089,Alarm,122,109,13,Lo,46.9,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:13:30.107,Alarm,122,109,13,Lo,47.2,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:14:30.129,Alarm,122,109,13,Lo,46.9,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:15:30.147,Alarm,122,108,14,Lo,47.5,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:16:30.166,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:17:30.187,Alarm,122,109,13,Lo,47.0,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:18:30.207,Alarm,122,109,13,Lo,47.2,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:19:30.227,Alarm,122,109,13,Lo,47.2,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:20:30.249,Alarm,122,109,13,Lo,47.3,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:21:30.270,Alarm,121,109,12,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:22:30.289,Alarm,122,109,13,Lo,47.1,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:23:30.310,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:24:30.328,Alarm,122,109,13,Lo,47.0,24.9,3.54,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:25:30.347,Alarm,122,109,13,Lo,46.8,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:26:30.367,Alarm,122,109,13,Lo,47.1,24.9,3.54,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:27:30.392,Alarm,122,109,13,Lo,47.4,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:28:30.409,Alarm,122,109,13,Lo,47.2,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:29:30.425,Alarm,122,109,13,Lo,46.9,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:30:30.447,Alarm,122,109,13,Lo,47.1,24.9,3.54,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:31:30.466,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:32:30.484,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:33:30.503,Alarm,122,109,13,Lo,47.3,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:34:30.526,Alarm,122,109,13,Lo,47.4,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:35:30.546,Alarm,121,109,12,Lo,47.2,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:36:30.565,Alarm,122,109,13,Lo,47.2,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:37:30.584,Alarm,122,108,14,Lo,47.1,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:38:30.602,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:39:30.622,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:40:30.641,Alarm,122,108,14,Lo,46.8,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:41:30.660,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:42:30.683,Alarm,122,109,13,Lo,47.0,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:43:30.701,Alarm,122,109,13,Lo,47.2,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:44:30.722,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:45:30.743,Alarm,122,109,13,Lo,47.0,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:46:30.761,Alarm,122,109,13,Lo,47.1,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:47:30.780,Alarm,122,108,14,Lo,47.3,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:48:30.799,Alarm,122,108,14,Lo,46.8,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:49:30.821,Alarm,121,108,13,Lo,47.0,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:50:30.842,Alarm,122,109,13,Lo,47.3,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:51:30.861,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:52:30.882,Alarm,121,109,12,Lo,46.9,24.9,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:53:30.900,Alarm,122,108,14,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:54:30.917,Alarm,122,109,13,Lo,47.1,24.9,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:55:30.941,Alarm,122,109,13,Lo,47.4,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:56:30.961,Alarm,122,109,13,Lo,47.4,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:57:30.980,Alarm,123,108,15,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:58:31.008,Alarm,122,109,13,Lo,46.9,24.8,3.55,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 01:59:31.031,Alarm,122,109,13,Lo,47.3,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:00:31.054,Alarm,122,108,14,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:01:31.078,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:02:31.095,Alarm,121,109,12,Lo,47.0,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:03:31.113,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:04:31.136,Alarm,123,109,14,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:05:31.153,Alarm,122,109,13,Lo,46.8,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:06:31.172,Alarm,122,109,13,Lo,47.2,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:07:31.193,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:08:31.213,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:09:31.230,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:10:31.252,Alarm,122,109,13,Lo,46.9,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:11:31.271,Alarm,121,108,13,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:12:31.289,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:13:31.311,Alarm,122,109,13,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:14:31.330,Alarm,121,109,12,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:15:31.350,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:16:31.371,Alarm,122,109,13,Lo,46.8,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:17:31.397,Alarm,122,109,13,Lo,47.4,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:18:31.416,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:19:31.439,Alarm,122,110,12,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:20:31.456,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:21:31.475,Alarm,122,109,13,Lo,46.7,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:22:31.494,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:23:31.512,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:24:31.533,Alarm,122,109,13,Lo,47.0,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:25:31.555,Alarm,122,109,13,Lo,47.2,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:26:31.576,Alarm,122,109,13,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:27:31.597,Alarm,122,108,14,Lo,47.4,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:28:31.617,Alarm,121,109,12,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:29:31.638,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:30:31.660,Alarm,122,109,13,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:31:31.682,Alarm,122,109,13,Lo,46.8,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:32:31.704,Alarm,121,109,12,Lo,47.2,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:33:31.724,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:34:31.745,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:35:31.765,Alarm,122,109,13,Lo,47.0,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:36:31.783,Alarm,121,109,12,Lo,47.2,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:37:31.801,Alarm,122,109,13,Lo,46.9,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:38:31.817,Alarm,122,109,13,Lo,47.1,24.8,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:39:31.839,Alarm,122,109,13,Lo,47.1,24.7,3.56,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:40:31.860,Alarm,122,109,13,Lo,47.3,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
2026.03.31 02:41:31.879,Alarm,122,109,13,Lo,47.1,24.8,3.57,1660,0.10,8.00,D,503,D,366,D,75,D,90.0,D,D,37.5,E,,11
